Ticker,31-Jan-22,30-Apr-22,31-Jul-22,31-Oct-22,31-Jan-23,30-Apr-23,31-Jul-23,31-Oct-23,31-Jan-24,30-Apr-24,31-Jul-24,31-Jan-25,30-Apr-25,31-Jul-25,31-Oct-25
ALNT,-26.759,-9.262,-11.575,23.244,43.417,39.141,-13.029,-30.491,-13.707,-39.641,-27.811,-10.411,23.359,48.516,66.294
ALNY,2.484,-19.736,19.65,30.081,43.469,32.455,-16.737,-24.873,24.882,41.299,65.041,52.11,36.819,-3.184,26.776
ALOT,-12.569,-11.118,-21.419,-24.584,15.806,11.769,21.577,28.693,15.484,16.225,-1.046,15.683,4.106,12.87,18.471
ALPN,-41.551,-6.638,-57.67,-6.019,15.946,54.429,108.362,395.443,518.159,249.4864,357.0272,1514.403,831.814,885.26,939.548
ALRM,-29.752,-15.654,-44.318,-26.3,-20.379,-3.3684,-3.3684,-3.3684,-3.3684,33.306,11.016,17.934,19.971,20.492,20.9
ALRN,-61.726,-78.61,-76.388,-86.911,-82.867,-59.607,-69.488,323.571,110.049,7.06,164.588,294.169,101.759,92.367,85.561
ALRS,-10.568,-14.514,-38.059,-42.496,-48.298,-20.309,-15.007,33.333,11.928,6.218,12.326,55.005,9.829,6.993,6.243
ALSN,-8.895,-5.445,19.826,22.782,28.058,56.865,24.152,39.558,76.71,49.15,110.888,179.645,146.96,180.881,170.597
ALT,55.1242,70.5758,70.5758,70.5758,24.533,-77.923,-74.48,-29.388,67.207,108.224,251.482,225.328,121.449,89.326,70.812
ALTG,-21.705,-16.618,-29.017,55.906,40.495,42.857,-20.398,-45.459,2.224,4.0181,17.0775,31.896,45.222,39.154,36.011
ALTI,-27.8664,2.647,-3.827,-45.132,-45.824,-17.391,-10.157,1.109,-29.264,-53.856,-44.639,-50.647,-37.064,-35.2,-32.86
ALTO,-9.701,-10.526,-38.918,-64.899,-67.562,-8.403,-40.571,4.167,-24.157,-67.202,-37.5,4.57,16.973,32.311,43.013
ALTR,-17.259,-13.999,-43.652,-4.336,24.47,15.917,29.941,41.423,39.809,20.901,75.926,54.748,26.098,23.737,22.248
ALTS,-58.959,-70.149,-43.854,-132.073,75.8911,-40.5,-160.41,135.514,266.706,259.606,603.03,802.997,389.944,292.459,62.436
ALUR,0.411,1.651,1.933,8.896,9.212,-56.345,-65.768,-82.441,-89.861,-83.86,-84.752,-166.001,-80.336,-78.978,-72.254
ALV,-32.064,-9.277,-16.885,-7.117,21.11,25.265,25.818,23.401,21.375,-4.982,3.14,55.61,-35.557,-26.682,-3.894
ALVR,-78.016,-68.117,-71.72,-26.241,-13.415,-54.294,-74.784,-87.516,-77.296,-75.638,-69.086,-102.46,-41.004,-45.559,-44.494
ALX,-11.652,-10.502,-15.221,-10.054,-24.476,-21.808,-20.886,-3.126,3.615,9.717,19.27,38.52,4.932,10.687,4.767
ALXO,-83.026,-82.292,-72.785,-67.605,-32.581,-57.143,-32.56,176.661,66.122,-0.7678,-8.3431,177.531,-5.257,-4.688,-3.863
ALYAF,-7.749,-8.846,-38.947,-40.418,-22.8,-24.051,-31.609,-21.1476,-21.1476,-21.1476,-20.5427,-15.633,-11.959,-9.464,-9.584
ALZN,10.943,-80.043,-61.511,-55.417,-47.324,-49.473,-78.785,-93.769,-98.908,-95.176,-94.038,-182.21,-95.304,-96.944,-96.518
AM,9.581,1.442,-4.806,8.3,-1.508,19.391,18.058,8.033,26.25,22.109,23.355,66.551,20.835,18.404,16.648
AMAL,26.5091,53.005,26.409,18.98,-25.315,-18.053,-19.612,12.857,39.202,43.549,71.289,145.183,62.075,60.442,63.611
AMAT,17.107,-16.507,-20.749,-28.341,-15.373,18.241,35.733,54.636,52.042,60.187,40.472,102.984,16.765,15.736,16.567
AMBA,2.052,-15.62,21.1379,21.1379,21.1379,21.1379,-12.48,-25.938,-14.665,-27.376,-8.065,0.533,128.277,184.661,166.848
AMBC,-53.71,-498.9539,-498.9539,-498.9539,-498.9539,26.996,-8.437,-3.105,-498.954,-17.585,-6.25,-2985.34,-49.923,-1393.231,-2001.979
AMBI,0.914,2.569,194.4253,-29.577,194.4253,-1.303,-43.226,-48.857,54.772,-36.548,3630.2075,403.795,1641.714,6779.034,27939.357
AMBP,56.305,-35.277,-59.594,-40.047,-41.056,-43.969,-21.106,-35.938,-10.28,-0.272,24.522,15.086,18.49,-5.279,-2.442
AMC,39.111,-44.793,-87.528,-61.026,-52.955,-72.722,-82.046,-93.011,-58.23,-90.295,-54.609,43.306,80.121,-50.565,-330.613
AMCR,5.044,0.792,-10.855,4.0138,4.0138,4.0138,4.0138,-16.696,5.319,9.195,17.796,10.982,10.24,8.321,7.246
AMCX,-30.22,-45.115,-62.546,-28.511,-51.108,-51.884,-18.434,-46.885,64.608,-30.029,-42.933,577.813,468.358,-480.077,71.653
AMD,18.329,0.163,-52.053,-34.402,23.7766,-17.904,95.753,112.886,45.326,32.126,37.542,11.552,76.371,-44.236,70.495
AME,-8.616,-10.06,-5.592,12.21,17.127,27.754,6.62,24.622,16.76,-0.201,13.7507,25.006,6.701,17.326,25.268
AMED,-53.838,-39.04,-47.678,-32.177,-38.987,-25.82,-1.3,-5.811,9.443,8.011,5.792,75.787,107.112,89.425,85.298
AMG,11.1479,12.2198,-25.822,18.009,10.078,7.931,-5.428,-6.173,17.133,20.137,40.349,45.984,44.57,24.678,23.499
AMGN,0.6,7.858,23.339,7.788,0.676,-1.206,-4.958,20.863,20.623,28.453,25.209,55.377,23.555,25.846,23.736
AMH,0,-11.807,-23.075,-18.506,-6.255,0.621,15.455,11.767,5.978,1.261,3.643,3.122,9.296,10.902,6.974
AMK,-20.631,-20.827,-10.828,40.618,45.757,39.682,5.462,19.734,25.892,23.176,20.7535,41.404,13.604,10.402,9.497
AMKR,-5.687,-6.534,-7.482,8.525,10.54,28.702,8.481,9.7179,30.517,2.935,27.182,85.285,40.355,36.952,33.777
AMLX,56.305,18.872,-10.85,142.568,285.294,-18.577,-65.357,-800644.3818,-800644.3818,-800644.3818,-21325657.16,-10829.311,-288983.613,-7707039.149,-205260957.1
AMN,0.054,10.535,15.224,-9.374,-1.303,-23.695,-41.973,-39.359,-38.668,-17.8205,-2.1707,-49.646,8.027,23.242,33.664
AMNB,0.913,7.363,-3.389,-19.638,-25.141,22.726,7.764,50.629,29.372,10.6969,10.9965,36.37,21.324,20.6,6.119
AMP,1.783,0.358,1.17,11.996,9.445,30.2,7.319,18.945,35.712,13.977,53.056,90.775,29.111,23.213,22.189
AMPE,-88.694,-92.058,-96.208,-96.651,-92.465,-84.738,-83.435,-82.995,-79.619,-86.4171,-73.4641,-67.308,-49.752,-35.34,-24.815
AMPG,-47.215,-21.69,-42.169,-17.857,31.156,-24.82,-30.417,-28.623,-7.899,-51.675,-46.168,134.312,172.142,211.791,252.548
AMPH,82.013,59.661,31.407,6.589,7.176,94.042,66.496,27.38,33.762,-31.12,1.475,44.296,2.758,21.037,8.171
AMPL,-26.3056,-0.1,-83.031,-15.497,-36.407,-41.134,-22.516,-2.63,-22.002,-25.351,-5.919,-34.461,-10.562,-15.105,-13.353
AMPS,56.305,1.383,-23.276,-27.436,-2.783,-43.177,-34.691,4.947,-32.233,-39.451,-33.118,-47.906,-30.415,-28.437,-27.978
AMPY,168.31,104.636,236.964,80.148,-15.223,22.977,-35.553,-35.53,-3.918,-14.474,9.119,29.952,19.091,20.282,20.691
AMR,1010.943,365.076,192.003,37.32,-5.744,25.027,22.354,176.088,60.329,41.659,-7.068,103.911,62.86,118.903,165.475
AMRC,19.215,3.193,-35.791,-31.574,-23.062,-17.688,-62.3,-52.309,-27.027,-45.463,16.909,-1.31,72.389,82.319,62.013
AMRK,37.053,-0.874,-5.667,-9.183,15.239,19.509,-22.548,-16.115,-8.613,35.803,28.583,-96.909,-142.753,-138.986,-128.321
AMRN,-70.229,-73.868,-73.113,-35.423,-12.821,-6.299,-38.772,-48.058,-24.608,-42.689,-13.754,1.927,56.054,75.685,70.995
AMRX,-34.615,-39.105,-55.238,-56.854,-45.294,43.131,76.596,1.8646,1.8646,1.8646,-2.4809,60.838,41.746,27.441,17.383
AMS,-0.847,6.792,8.624,19.068,17.949,-7.314,-19.399,4.27,15.353,18.567,32.334,63.659,35.642,30.884,22.894
AMSC,-65.033,-52.04,-74.07,-31.174,-11.174,37.079,35.021,73.179,173.769,141.101,266.875,489.359,106.232,112.187,37.809
AMSF,-25.338,-20.35,-1.046,17.183,20.065,15.847,-14.403,-6.827,-6.758,-9.341,9.478,-35.305,6.208,-0.321,-7.126
AMST,-74.429,-86.729,-82.266,-48.985,-47.693,-21.666,-30.696,-40.102,-15.941,-2.778,20,-20.402,-46.94,-50.12,-56.769
AMSWA,6.135,-26.895,-36.395,-34.664,-34.352,-34.568,-30.294,-31.833,-17.551,-14.528,1.054,4.865,39.654,50.747,40.968
AMT,0.974,-4.982,-30.534,-13.567,-20.767,-28.141,-11.888,-7.566,2.831,15.432,21.621,27.527,55.167,41.856,36.773
AMTB,26.619,23.341,12.806,-9.427,-39.075,-27.452,-41.135,-22.574,-11.269,-4.208,-7.7219,46.086,-3.136,-1.286,0.853
AMTX,-29.395,3.346,-67.484,-79.442,-74.558,-32.914,-31.805,100.67,14.978,-66.086,0.217,119.786,-0.2043,-0.2043,-0.2043
AMWL,-73.831,-53.581,-59.007,-26.241,-19.392,-55.511,-66.761,-58.013,-76.512,-81.959,-59.11,-137.717,-60.675,-61.757,-61.179
AMZN,-28.315,-18.89,-38.673,-34.413,-15.152,3.423,23.528,6.0473,6.0473,6.0473,8.6895,35.365,62.264,71.336,61.787
AN,5.863,-1.717,-16.492,47.106,28.388,34.155,24.064,-9.25,22.522,18.593,19.373,48.198,17.907,17.579,17.265
ANAB,3.532,3.024,-14.265,-16.2,-14.673,-24.745,-45.215,-7.12,10.334,75.352,22.716,41.019,10.312,5.758,3.582
ANDE,38.037,42.107,-0.864,4.168,-9.855,39.077,25.906,27.147,20.526,-10.359,-6.08,47.463,15.845,19.916,21.95
ANEB,-56.986,-45,-60.32,-54.245,-25.955,-14.805,-14.516,-15.714,-24.444,-43.598,-26.887,-31.146,-35.816,-30.291,-31.167
ANET,39.375,23.575,3.856,8.866,18.372,58.451,56.895,87.693,99.364,86.709,99.855,206.578,68.147,24.185,-26.757
ANF,15.1773,-52.217,-52.361,-36.565,-24.233,65.053,237.67,237.205,211.875,435.258,140.239,155.824,-248.444,-137.362,-35.026
ANGI,-65.103,-45.227,-81.141,-64.589,-43.052,-36.971,-19.024,14.8,-5.892,-33.075,16.265,22.653,19.813,23.513,15.233
ANGO,0.385,-18.668,-48.458,-35.254,-55.981,-61.407,-46.522,-57.943,-33.785,-9.952,-10.909,-15.98,54.222,114.338,70.343
ANIP,-34.521,5.475,-37.842,48.811,68.467,75.165,56.362,56.752,46.073,3.618,13.108,71.436,12.516,13.857,15.292
ANIX,-48.054,-20.554,-22.034,38.889,52.809,-5.233,-14.734,18.118,-8.031,-21.779,-9.065,-15.492,11.981,11.15,10.551
ANNX,-87.476,-72.459,-71.463,-6.765,101.923,-34.034,-51.709,56.009,45.668,62.609,180.089,61.044,60.693,28.539,-8.221
ANSS,-18.785,-24.272,-45.578,-10.093,6.678,15.322,33.087,23.184,20.599,-3.608,19.684,35.925,40.505,51.254,39.51
ANVS,-46.715,-89.3,-59.514,13.811,28.082,12.383,-54.321,-22.777,91.05,-41.033,47.027,605.018,663.043,441.419,239.919
ANY,-27.6135,-32.2428,-32.2428,-32.2428,-59.2,-62.227,-65.714,-34.553,-37.701,-57.895,51.042,-56.861,5.219,-4.538,-10.568
AOGO,2.9129,3.7768,3.7768,5.03,5.444,7.638,7.207,4.981,5.367,2.334,2.9129,4.674,-0.589,-4.318,-3.965
AOMR,56.305,-15.904,-43.522,-52.836,-43.56,-38.925,-3.066,37.647,17.312,-1.2957,-10.6971,73.592,18.101,9.805,4.911
AON,14.536,11.926,-9.602,9.327,12.914,9.889,6.113,0.313,8.92,0.994,22.341,13.87,30.703,19.835,10.055
AONC,29.3684,26.6504,2.216,5.72,6.045,26.6504,-36.46,-46.957,11.886,-13.093,70.523,85.418,181.206,126.814,-2.33
AORT,-37.149,-21.519,-49.594,-23.266,-17.176,-22.039,27.281,51.382,51.681,50.424,101.757,101.284,33.443,27.401,0.353
AOS,-12.443,-10.038,-25.578,-5.371,15.121,14.098,24.697,17.442,19.493,11.871,13.995,34.853,14.083,15.587,16.69
AOSL,17.215,15.819,-20.442,-47.15,-32.603,-7.113,-36.415,-23.917,4.315,23.327,24.338,45.669,43.723,45.895,44.049
AOUT,-33.764,-73.782,-67.823,-54.567,-33.29,-15.393,12.678,-10.052,-7.483,10.665,-4.206,-38.592,-26.868,-26.164,-26.432
AP,-20.579,-25.08,-38.067,-62.969,-46.641,-19.742,-10.828,16.456,-25.672,-60.16,-32.857,-46.901,12.681,22.798,18.418
APA,91.292,69.878,58.161,26.031,-21.889,35.789,-16.071,-22.751,-17.178,-31.373,-44.747,-23.913,-21.168,-7.595,1.613
APAM,-36.085,-22.17,-40.679,-15.042,-2.708,-0.182,26.589,31.4,21.09,14.125,24.073,30.537,9.033,5.772,-8.859
APCX,-16.97,-49.658,-46.04,19.259,45.255,350.34,143.781,-40.932,52.851,-62.538,-75.357,1.813,48.788,48.318,54.095
APD,-19.606,-6.535,4.361,12.323,18.629,9.347,-11.502,1.5479,1.5479,1.5479,3.2856,-6.528,5.139,9.851,10.849
APDN,-79.089,-27.097,-72.441,-46.945,-12.903,-61.283,-22.857,-63.636,-78.01,-99,-47.3503,-143.274,-35.287,-25.931,-23.411
APEI,-41.661,-46.019,-52.317,-55.778,-70.568,-65.709,-65.182,22.786,313.451,217.877,302.791,1468.143,1260.474,-550.327,207.347
APG,-5.646,-21.869,-29.184,15.022,17.251,67.708,61.67,47.929,55.305,27.372,24.145,103.005,32.879,33.286,32.936
APH,6.178,6.401,-0.443,1.613,5.552,13.536,3.768,28.273,45.295,45.849,75.035,105.306,27.523,25.352,7.295
API,-87.395,-84.391,-89.708,-71.561,-49.071,-38.444,4.851,6.863,-32.606,-21.3,-44.8963,-115.002,-60.761,-46.748,-50.944
APLE,8.013,11.777,-1.52,-2.799,-12.938,-11.439,2.901,-2.4,-0.798,-5.099,-11.638,22.887,20.469,24.441,20.569
APLS,1.435,0.532,41.348,37.55,83.613,-58.688,4.788,5.932,-17.947,39.806,-43.737,-55.783,6.673,10.685,13.56
APLT,-89.372,-91.388,-95.587,-50,-6.25,17.164,218.462,669.048,304.205,294.904,96.5343,321.449,18.543,-70.019,-120.864
APO,-12.476,-6.067,-17.303,9.548,23.434,48.998,32.397,54.045,97.534,19.613,94.037,336.113,122.96,267.346,321.387
APOG,30.263,-4.566,2.463,-8.426,-5.488,19.919,17.679,17.433,46.705,23.1,84.34,117.759,57.761,35.705,20.417
APP,-31.086,-35.671,-85.511,-69.697,-54.866,-19.025,146.437,336.963,256.686,128.46,320.115,627.166,333.973,344.485,355.327
APPF,-21.679,-25.632,-8.59,9.811,39.97,76.201,53.433,21.8547,53.308,28.742,12.983,95.181,28.363,33.418,36.88
APPN,-52.31,-50.474,-54.309,-8.969,-24.46,-12.992,-11.685,-16.161,-9.815,-38.978,-0.384,21.31,50.018,55.605,56.081
APPS,-71.644,-63.244,-88.02,-64.746,-59.156,-57.257,-52.646,-68.908,51.536,-82.428,-36.471,606.926,-93.244,-676.503,-742.23
APRE,-77.399,-76.485,-88.312,-86.779,-80.993,-79.053,-65.626,28.668,-16.215,-19.095,-1.728,39.543,-32.719,-41.335,-46.041
APT,-54.651,-45.423,-21.318,1.763,1.538,-15.054,4.926,51.485,30.244,37.722,32.629,69.755,39.529,36.858,32.94
APTO,-79.599,-72.928,-81.106,-49.682,-52.679,-62.547,-73.67,-83.439,-88.277,-86.125,-80.152,-143.731,-42.207,-28.573,-20.056
APTV,-26.036,-37.946,-48.371,-11.503,-12.023,10.609,-15.739,-27.291,-43.934,-33.263,-26.386,-171.536,-80.357,-82.111,-163.205
APVO,-80.549,-73.22,-75.601,-70.69,-60.235,-89.737,-93.275,-93.656,-107.827,-97.896,-96.323,-176.074,-61.348,-47.351,-35.865
APXI,8.781,8.1894,8.1894,5.411,6.827,7.54,11.275,10.551,8.438,7.472,8.781,5.35,7.783,11.247,11.266
APYX,-64.209,-7.637,-89.493,-63.338,33.731,-50.875,-5.172,-54.483,-40.362,-79.802,-7.879,-43.958,18.999,22.312,23.352
AQB,-74.48,-66.302,-84.902,-65.632,-60.356,-77.273,-75.915,-84.773,-83.347,-80.143,-61.149,-120.828,-27.667,-20.841,-17.255
AQMS,-65.085,-60.196,-53.231,5,3.883,23.43,9.208,-48.762,-55.117,-82.301,-89.947,-142.332,-126.067,-160.74,-170.773
AQN,-11.265,-7.294,-43.873,-46.599,-38.865,-47.274,-31.117,-16.688,-28.037,-29.188,-12.386,-31.569,-4.756,-2.772,-1.521
AQST,-61.096,-72.923,-84.03,-59.574,-2.113,132.955,90.421,267.544,188.35,65.854,215.951,357.374,198.279,182.87,169.973
AR,229.499,188.849,77.084,38.032,-34.915,-38.506,-20.722,-24.006,-2.435,18.304,0.356,49.961,-26.069,85.7,67.298
ARAY,-43.404,-17.746,-65.476,-17.003,34.586,-8.562,34.483,-14.236,-20.641,-28.839,-25.641,-81.052,1.538,9.044,2.304
ARBE,56.305,-17.079,-61.511,-34.691,-67.834,-61.653,-54.439,-55.054,-50.418,-27.208,-41.6594,-53.738,-31.763,-34.358,-36.536
ARBK,56.305,18.872,-14.362,-80.975,-79.316,-14.362,-43.226,6.667,-7.149,-13.093,-16.6487,21.055,-22.76,-20.447,-24.591
ARC,78.873,23.605,-23.692,7.143,-21.26,9.375,16.532,-21.449,-0.817,-6.349,16.955,-19.969,-27.259,-5.927,-24.95
ARCB,-11.83,30.418,-33.042,8.357,10.119,30.992,62.911,44.391,23.185,-8.786,-16.65,26.254,-0.496,4.32,7.589
ARCC,2.22,8.1516,8.1516,8.1516,8.1516,-0.716,-0.315,0.749,8.141,7.625,12.375,29.128,11.274,11.035,7.746
ARCH,229.523,102.568,56.888,37.06,-23.742,-4.697,0.007,3.696,11.366,15.088,-2.527,56.627,37.879,49.186,55.074
ARCO,26.372,40.214,35.019,4.474,19.737,25.381,58.669,37.028,12.232,1.619,-24.825,-24.477,-40.736,-23.528,-14.778
ARCT,-42.546,-63.958,-41.789,-8.65,74.293,74.712,-8.013,80.317,22.058,-37.865,-3.402,26.601,19.041,36.716,48.203
ARDX,-87.341,-43.056,32.143,275.325,458.473,392.683,166.892,205.19,94.147,36.139,48.608,-284.628,-452.266,-970.403,-1208.146
ARE,7.479,-23.392,-36.441,-19.226,-35.725,-18.085,-28.938,-19.659,-3.753,2.218,26.65,15.294,15.638,13.164,11.612
AREB,-88.696,-86.202,-94.179,-90.983,-82.584,-91.746,-95.768,-91.202,-99.406,-59.854,-76.5988,-158.461,-59.4,-54.301,-50.31
AREC,-49.818,29.213,-23.789,-34.783,9.42,-24.348,-28.902,-8,-45.578,-67.241,-4.6998,-99.4,18.455,32.428,43.436
ARES,17.837,0.687,-7.074,-1.135,29.499,36.097,30.704,62.854,69.281,35.551,63.764,186.717,-4.391,64.375,152.258
ARHS,56.305,18.872,-10.251,17.701,21.955,59.016,-10.414,46.777,45.925,-4.044,21.25,162.966,35.079,30.463,32.525
ARI,-10.331,-26.773,-38.793,-8.974,-29.518,2.967,-0.525,-8.451,0.015,-14.407,-5.907,26.415,-11.022,22.102,5.507
ARKO,-18.228,11.814,0.589,-4.751,-0.493,-13.661,-23.145,-0.374,-22.098,-24.598,-13.088,-57.721,-8.721,-9.16,-9.127
ARKR,-5.588,-19.863,34.64,4.512,-15.4519,-0.714,-36.639,-28.168,-28.037,-29.257,-6.2433,-45.405,-12.31,-2.014,18.778
ARL,161.615,4.793,61.307,19.7719,19.7719,19.7719,19.7719,-34.541,-10.802,-19.522,15.123,-4.268,12.435,11.579,11.055
ARLO,43.2033,2.473,25.539,-125.72,58.8346,6.335,35.139,361.109,98.008,31.965,37.557,115.941,19.614,32.104,43.475
ARLP,201.37,176.178,108.348,56.848,7.386,-9.225,-11.029,-7.317,10.497,14.837,24.466,51.252,37.921,39.092,37.276
ARMK,-8.3685,-6.23,16.438,8.953,3.524,12.777,-30.853,-28.32,-7.741,-18.539,-10.5331,26.231,-21.829,-66.067,18.141
ARMP,-2.314,10.104,-9.642,-61.197,-65.789,-2.118,-18.293,110.857,30.349,-34.856,1.493,125.013,5.728,6.268,6.637
AROC,-8.244,-6.039,-4.875,16.014,10.618,57.849,72.25,18.8994,18.8994,18.8994,16.6649,30.067,13.171,8.183,7.722
AROW,-12.087,-4.114,-3.837,-35.221,-34.837,-38.168,-30.113,20.913,11.563,41.744,37.672,37.328,36.165,29.696,36.759
ARQ,19.654,-38.702,-55.724,-56.092,-65.162,-48.065,-39.564,25.045,124.187,121.177,246.392,440.135,74.014,50.114,38.921
ARQT,-35.561,12.735,-13.265,1.062,-29.496,-60.057,-86.952,-34.302,33.45,-2.543,295.902,88.65400729,31.00020889,-13.3998986,-13.74725824
ARR,-38.852,-31.285,-52.804,-34.55,-32.109,-29.675,-43.683,-34.564,-17.42,-20.308,37.693,-13.98566809,1.489625283,-5.043723824,-8.676130719
ARRY,-72.265,-1.85,-27.42,77.879,169.509,5.3,-5.449,-28.135,-43.642,-49.72,-65.971,-117.8742391,-89.27955437,-82.14649839,-70.22907152
ARTL,-77.051,-75.448,-46.9559,-76.618,-72.015,-60.258,-68.65,23.707,-21.342,-34.01,-7.874,19.03181578,19.52443606,49.8231145,50.81185402
ARTNA,10.2,35.264,23.804,8.339,23.649,-15.233,-19.897,-32.012,-21.116,-21.002,-14.354,-24.19926481,16.05446459,14.55909103,22.72484114
ARTW,1.749,-45.792,-41.293,-44.169,-22.063,24.658,-0.147,-12.889,2.594,-13.85983521,-11.94076864,-1.24635214,3.491763323,6.829226131,9.225324164
ARVN,-27.658,-49.3,-56.307,-49.175,-48.577,-52.733,-56.365,45.75,19.692,11.481,55.481,114.5391028,75.98761745,60.26952064,43.83617466
ARW,3.28533508,8.898,1.121,-11.937,1.482602773,-4.258,25.767,-14.4,2.392,0.955,-1.075,7.363027732,7.92238266,9.307447409,9.477520731
ARWR,-48.421,-32.212,-59.584,-36.329,3.179,-33.21,3.5,-0.925,-21.566,-16.099,-8.417678375,-61.09641207,-2.743787677,19.62358184,36.10542209
ASAI,-13.924,-8.581,22.806,20.437,-19.398,-9.834,-38.33348026,-38.33348026,-38.33348026,-38.33348026,-38.33348026,-91.43742228,-97.33745553,-102.3177276,-83.74819721
ASAN,56.525,-42.562,-79.712,-73.007,-52.178,1.51,13.655,28.927,-12.971,-42.538,-38.586,-40.7969544,-19.95597822,-16.96097876,-17.7457863
ASB,-5.847,-0.502,3.257,-7.507,-12.858,-5.85,-31.749,-16.232,10.905,24.264,45.102,49.89769417,17.14248123,10.34355203,-4.27989818
ASC,58.028,152.976,248.469,345.477,84.18,61.765,-4.392,-10.812,13.142,57.673,1.149,-26.52908101,-152.8749758,62.46933858,175.8547168
ASGN,2.905,0.293,-35.282,-16.939,-41.389,-22.21,5.564,7.982,11.354,15.296,5.765,55.72601602,-13.01394133,8.356133578,8.32191276
ASH,24.262,18.843,3.446,12.881,-16.587,-9.444,-30.571,-13.635,-9.377,-10.549,0.169,7.7699192,5.475979602,7.202017405,8.385923063
ASIX,59.835,18.176,-23.951,23.509,-19.88,0.481,-29.978,-31.392,-14.021,-31.37,11.862,-3.727251751,42.52260301,38.21690221,31.69683442
ASLE,14.833,72.414,-25.076,15.572,20.537,-45.35,-10.321,-60.404,-52.535,-49.131,-64.239,-85.76610151,-14.62734295,-6.067644288,-2.265527097
ASLN,-74.892,-71.635,-73.678,-32.537,18.911,-48.827,-46.763,-82.809,-86.514,-66.63996774,-54.21309581,-167.6556774,-63.36436018,-53.95034518,-47.72725269
ASM,-52,-29.14,-34.762,-3.838,19,-0.303,-35.328,-32.794,38.241,36.53,150.564,110.7792677,52.04113228,29.41777912,16.87431172
ASMB,-63.01,-40.822,-56.782,-22.517,-28.276,-50.926,-37.841,-5.271,4.699,5.189,71.25,45.79147597,13.55313464,54.98888795,78.0945943
ASML,14.02744173,-3.292,-28.652,-44.597,18.7690422,-1.626,39.143,61.877,37.747,30.215,25.234,71.64142196,19.47031907,32.98093043,34.75516775
ASND,-42.668,-38.524,-25.559,4.583,-1.409,4.835,-15.613,25.081,58.015,35.031,29.256,269.4977344,209.3509388,187.5425541,163.9602502
ASO,28.428,-2.396,8.486,21.258,64.306,27.7,14.139,-10.55,6.728,4.593,1.484,3.003913759,8.259450811,7.212210949,3.586293848
ASPN,-7.459,-60.897,-76.763,-73.127,21.0523,-48.089,-29.614,121.995,101.739,187.283,95.455,283.4048145,173.6653668,551.7333039,552.9949572
ASPS,78.715,34.541,-8.73,-54.625,-64.222,-57.744,-65.304,-38.197,-68.786,-72.51,-70.175,-108.7848853,-47.20884045,-39.16315733,-32.87584922
ASRT,-5.764,174.436,136.036,140.323,271.277,-10.411,-18.702,-84.312,-58.84,-62.385,-60,-117.2309064,-20.41135995,-11.69396574,-6.179214034
ASRV,-6.573,1.269,-1.01,-14.75,-27.889,-18.546,-32.653,-20.528,-15.12,-28.923,2.652,7.280079565,15.70475312,11.96573393,7.53230442
ASTC,-52.547,-51.623,-56.359,-35.712,-27.767,-26.364,-37.238,-32.483,-25.737,-24.537,-8.497,-25.30262999,-5.941854279,-3.29437072,-1.570589455
ASTE,-37.424,-30.679,-34.408,-5.361,-4.442,26.487,-29.875,-17.929,-5.974,-39.577,24.556,0.492323286,18.10874661,16.76191805,14.71759974
ASTH,-4.975332294,-37.512,-58.123,-24.127,4.151,-22.87,-15.44,23.363,16.909,22.783,40.92,52.69877284,29.11012571,26.84059628,25.43395507
ASTI,-94.512,-91.692,-95.907,-95.49,-96.981,-99.49,-99.873,-99.656,-84.634,-98.623,-96.262,-13.90265003,345.2058477,518.5199938,572.4304191
ASTL,-11.579,18.872,-43.304,-12.322,-24.675,-24.702,7.413,0.362,32.444,34.676,62.517,114.3990377,154.8832856,218.3183015,295.2728844
ASTR,-68.571,-85.918,-95.265,-87.435,-87.806,-79.987,-82.133,-91.34,-107.8,-96.3996927,-90.30541406,-177.741927,-88.59494764,-89.46885444,-89.43933855
ASTS,-33.238,40.419,-36.182,-49.098,-29.101,-65.725,-52.816,-48.228,273.938,376.201,610.875,823.3204236,1189.181527,1589.507092,2099.941703
ASUR,-22.179,-44.241,-31.481,67.062,121.911,158.88,28.529,-8.792,24.972,-25.503,15.888,-19.17286026,21.76798355,20.89421473,20.23671495
ASX,-18.925,-32.494,-28.077,-2.381,-2.305,37.288,42.308,50.136,43.679,27.901,29.189,75.25051158,22.21146043,19.80488366,18.15867503
ASXC,-76.596,-76.271,-76.865,-10.649,42.727,-41.429,-45.093,-59.302,-40.767,-2.439,-38.6684,-55.573,-43.9818,-43.9818,-43.9818
ASYS,-26.622,-7.778,-28.309,28.759,14.694,17.196,-62.523,-68.119,-42.04,-22.94565548,0.173247794,-54.7145548,15.87050007,32.4645312,38.99444667
ATAI,56.305,-68.271,-77.198,-76.592,-51.485,-63.462,-57.167,57.6,-20.278,-28.655,9.163,-39.14825949,-9.943013928,-19.65536142,-26.23782631
ATCH,1.337,0.818,-17.22102661,3.239,4.569,4.216,-17.22102661,-41.701,-30.362,-98.297,70.523,-86.55226605,110.5719927,-139.6853249,142.6323513
ATEC,-29.385,-42.467,-27.896,30.37,-20.83508366,-20.83508366,-20.83508366,3.579,-26.976,-40.166,-45.49,-25.82626595,-4.093570645,3.705264486,7.912191725
ATEK,11.23116032,12.71686249,-0.401,4.806,5.72,6.97,8.551,12.78,15.037,12.71686249,11.23116032,31.8455303,17.64251978,24.21757485,16.98850859
